id,ClipName,URL,Start_frame,End_frame,Light1,Light2,Hit_label
1399,0006_019_00_01_1,https://www.youtube.com/watch?v=_vff8GoPrt4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=19,1139.0,1214.0,2,2,1-0-0
1400,0006_019_00_02_1,https://www.youtube.com/watch?v=_vff8GoPrt4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=19,7889.0,7964.0,2,2,0-0-1
1401,0006_019_00_03_1,https://www.youtube.com/watch?v=_vff8GoPrt4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=19,18917.0,18992.0,2,2,0-0-1
1402,0006_020_00_01_1,https://www.youtube.com/watch?v=JmcvIzlQTIc&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=20,555.0,630.0,2,2,0-0-1
1403,0006_020_00_05_1,https://www.youtube.com/watch?v=JmcvIzlQTIc&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=20,5388.0,5463.0,2,2,0-0-1
1404,0006_020_00_06_1,https://www.youtube.com/watch?v=JmcvIzlQTIc&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=20,8059.0,8134.0,2,2,1-0-0
1405,0006_020_00_07_1,https://www.youtube.com/watch?v=JmcvIzlQTIc&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=20,8351.0,8426.0,2,2,0-0-1
1406,0006_020_00_08_1,https://www.youtube.com/watch?v=JmcvIzlQTIc&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=20,10123.0,10198.0,2,2,0-1-0
1407,0006_020_00_09_1,https://www.youtube.com/watch?v=JmcvIzlQTIc&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=20,17145.0,17220.0,1,2,0-0-1
1408,0006_020_00_10_1,https://www.youtube.com/watch?v=JmcvIzlQTIc&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=20,18933.0,19008.0,1,2,0-0-1
1409,0006_020_00_11_1,https://www.youtube.com/watch?v=JmcvIzlQTIc&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=20,20010.0,20085.0,2,2,1-0-0
1410,0006_020_00_12_1,https://www.youtube.com/watch?v=JmcvIzlQTIc&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=20,22543.0,22618.0,2,2,0-0-1
1411,0006_020_00_13_1,https://www.youtube.com/watch?v=JmcvIzlQTIc&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=20,24164.0,24239.0,2,2,1-0-0
1412,0006_021_00_01_1,https://www.youtube.com/watch?v=Ei1js4boXgA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=21,3332.0,3407.0,2,1,1-0-0
1413,0006_021_00_02_1,https://www.youtube.com/watch?v=Ei1js4boXgA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=21,3725.0,3800.0,2,2,0-0-1
1414,0006_021_00_04_1,https://www.youtube.com/watch?v=Ei1js4boXgA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=21,22599.0,22674.0,1,2,0-0-1
1415,0006_021_00_07_1,https://www.youtube.com/watch?v=Ei1js4boXgA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=21,55996.0,56071.0,2,2,1-0-0
1416,0006_022_00_02_1,https://www.youtube.com/watch?v=kV7f_aeSxJI&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=22,8723.0,8798.0,2,1,1-0-0
1417,0006_022_00_03_1,https://www.youtube.com/watch?v=kV7f_aeSxJI&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=22,13084.0,13159.0,2,2,0-0-1
1418,0006_022_00_05_1,https://www.youtube.com/watch?v=kV7f_aeSxJI&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=22,17736.0,17811.0,2,2,0-0-1
1419,0006_022_00_06_1,https://www.youtube.com/watch?v=kV7f_aeSxJI&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=22,18865.0,18940.0,2,2,1-0-0
1420,0006_022_00_07_1,https://www.youtube.com/watch?v=kV7f_aeSxJI&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=22,21949.0,22024.0,2,2,0-0-1
1421,0006_022_00_08_1,https://www.youtube.com/watch?v=kV7f_aeSxJI&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=22,22366.0,22441.0,2,2,0-0-1
1422,0006_022_00_09_1,https://www.youtube.com/watch?v=kV7f_aeSxJI&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=22,27324.0,27399.0,2,2,1-0-0
1423,0006_022_00_11_1,https://www.youtube.com/watch?v=kV7f_aeSxJI&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=22,31705.0,31780.0,2,2,0-1-0
1424,0006_023_00_01_1,https://www.youtube.com/watch?v=hmccIQHDKb8&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=23,3147.0,3222.0,2,2,0-1-0
1425,0006_023_00_02_1,https://www.youtube.com/watch?v=hmccIQHDKb8&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=23,5224.0,5299.0,2,2,0-0-1
1426,0006_023_00_03_1,https://www.youtube.com/watch?v=hmccIQHDKb8&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=23,7265.0,7340.0,2,2,0-0-1
1427,0006_023_00_04_1,https://www.youtube.com/watch?v=hmccIQHDKb8&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=23,10173.0,10248.0,2,2,1-0-0
1428,0006_023_00_05_1,https://www.youtube.com/watch?v=hmccIQHDKb8&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=23,13667.0,13742.0,2,2,1-0-0
1429,0006_023_00_06_1,https://www.youtube.com/watch?v=hmccIQHDKb8&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=23,14894.0,14969.0,2,2,1-0-0
1430,0006_023_00_08_1,https://www.youtube.com/watch?v=hmccIQHDKb8&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=23,15944.0,16019.0,2,2,0-0-1
1431,0006_023_00_09_1,https://www.youtube.com/watch?v=hmccIQHDKb8&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=23,17391.0,17466.0,2,2,1-0-0
1432,0006_023_00_10_1,https://www.youtube.com/watch?v=hmccIQHDKb8&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=23,18796.0,18871.0,2,2,1-0-0
1433,0006_023_00_11_1,https://www.youtube.com/watch?v=hmccIQHDKb8&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=23,19229.0,19304.0,2,2,0-0-1
1434,0006_023_00_12_1,https://www.youtube.com/watch?v=hmccIQHDKb8&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=23,26874.0,26949.0,1,2,0-0-1
1435,0006_023_00_13_1,https://www.youtube.com/watch?v=hmccIQHDKb8&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=23,28633.0,28708.0,2,2,1-0-0
1436,0006_024_00_01_1,https://www.youtube.com/watch?v=aIX2MdQfn0U&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=24,1478.0,1553.0,1,2,0-0-1
1437,0006_024_00_02_1,https://www.youtube.com/watch?v=aIX2MdQfn0U&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=24,6544.0,6619.0,2,2,1-0-0
1438,0006_024_00_03_1,https://www.youtube.com/watch?v=aIX2MdQfn0U&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=24,13727.0,13802.0,2,2,1-0-0
1439,0006_024_00_04_1,https://www.youtube.com/watch?v=aIX2MdQfn0U&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=24,16683.0,16758.0,2,2,1-0-0
1440,0006_025_00_01_1,https://www.youtube.com/watch?v=CDDPRsbQVP4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=25,1016.0,1091.0,2,2,0-1-0
1441,0006_025_00_02_1,https://www.youtube.com/watch?v=CDDPRsbQVP4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=25,1744.0,1819.0,2,2,0-0-1
1442,0006_025_00_03_1,https://www.youtube.com/watch?v=CDDPRsbQVP4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=25,2298.0,2373.0,2,1,1-0-0
1443,0006_025_00_04_1,https://www.youtube.com/watch?v=CDDPRsbQVP4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=25,4080.0,4155.0,2,2,1-0-0
1444,0006_025_00_05_1,https://www.youtube.com/watch?v=CDDPRsbQVP4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=25,4454.0,4529.0,2,2,1-0-0
1445,0006_025_00_06_1,https://www.youtube.com/watch?v=CDDPRsbQVP4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=25,5166.0,5241.0,2,1,1-0-0
1446,0006_025_00_07_1,https://www.youtube.com/watch?v=CDDPRsbQVP4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=25,10511.0,10586.0,2,2,1-0-0
1447,0006_025_00_08_1,https://www.youtube.com/watch?v=CDDPRsbQVP4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=25,13507.0,13582.0,2,2,1-0-0
1448,0006_026_00_01_1,https://www.youtube.com/watch?v=5HZCgrf7EYE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=26,1949.0,2024.0,2,1,1-0-0
1449,0006_026_00_02_1,https://www.youtube.com/watch?v=5HZCgrf7EYE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=26,2589.0,2664.0,2,2,0-0-1
1450,0006_026_00_03_1,https://www.youtube.com/watch?v=5HZCgrf7EYE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=26,4699.0,4774.0,2,1,1-0-0
1451,0006_026_00_04_1,https://www.youtube.com/watch?v=5HZCgrf7EYE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=26,8056.0,8131.0,2,2,1-0-0
1452,0006_026_00_05_1,https://www.youtube.com/watch?v=5HZCgrf7EYE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=26,11580.0,11655.0,2,2,1-0-0
1453,0006_026_00_06_1,https://www.youtube.com/watch?v=5HZCgrf7EYE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=26,13949.0,14024.0,2,2,0-0-1
1454,0006_026_00_07_1,https://www.youtube.com/watch?v=5HZCgrf7EYE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=26,16249.0,16324.0,2,2,0-0-1
1455,0006_026_00_08_1,https://www.youtube.com/watch?v=5HZCgrf7EYE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=26,17237.0,17312.0,2,2,1-0-0
1456,0006_026_00_09_1,https://www.youtube.com/watch?v=5HZCgrf7EYE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=26,19064.0,19139.0,2,2,1-0-0
1457,0006_026_00_10_1,https://www.youtube.com/watch?v=5HZCgrf7EYE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=26,20912.0,20987.0,2,1,1-0-0
1458,0006_026_00_11_1,https://www.youtube.com/watch?v=5HZCgrf7EYE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=26,21387.0,21462.0,2,2,1-0-0
1459,0006_027_00_02_1,https://www.youtube.com/watch?v=afWcD7f1mcs&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=27,16387.0,16462.0,2,2,1-0-0
1460,0006_028_00_01_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,816.0,891.0,2,2,1-0-0
1461,0006_028_00_02_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,1994.0,2069.0,2,2,0-1-0
1462,0006_028_00_03_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,3648.0,3723.0,2,2,1-0-0
1463,0006_028_00_04_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,7415.0,7490.0,2,2,0-0-1
1464,0006_028_00_05_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,11480.0,11555.0,2,2,0-0-1
1465,0006_028_00_06_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,19372.0,19447.0,2,2,0-0-1
1466,0006_028_00_07_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,19831.0,19906.0,2,2,0-0-1
1467,0006_028_00_08_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,23024.0,23099.0,2,2,0-0-1
1468,0006_028_00_09_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,29754.0,29829.0,2,2,0-1-0
1469,0006_028_00_10_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,37166.0,37241.0,2,2,0-0-1
1470,0006_028_00_11_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,40493.0,40568.0,2,2,1-0-0
1471,0006_028_00_12_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,41514.0,41589.0,2,1,1-0-0
1472,0006_028_00_13_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,44831.0,44906.0,2,2,0-0-1
1473,0006_028_00_14_1,https://www.youtube.com/watch?v=hsoSJP2sBhA&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=28,50701.0,50776.0,2,2,0-0-1
1474,0006_029_00_01_1,https://www.youtube.com/watch?v=7A4-Xu9YkY0&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=29,2812.0,2887.0,2,2,0-0-1
1475,0006_029_00_02_1,https://www.youtube.com/watch?v=7A4-Xu9YkY0&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=29,3484.0,3559.0,2,2,0-0-1
1476,0006_029_00_03_1,https://www.youtube.com/watch?v=7A4-Xu9YkY0&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=29,10995.0,11070.0,2,2,1-0-0
1477,0006_029_00_04_1,https://www.youtube.com/watch?v=7A4-Xu9YkY0&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=29,12465.0,12540.0,2,2,0-0-1
1478,0006_029_00_05_1,https://www.youtube.com/watch?v=7A4-Xu9YkY0&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=29,23710.0,23785.0,2,2,0-0-1
1479,0006_029_00_06_1,https://www.youtube.com/watch?v=7A4-Xu9YkY0&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=29,24517.0,24592.0,2,2,1-0-0
1480,0006_029_00_07_1,https://www.youtube.com/watch?v=7A4-Xu9YkY0&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=29,26328.0,26403.0,2,2,0-0-1
1481,0006_029_00_08_1,https://www.youtube.com/watch?v=7A4-Xu9YkY0&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=29,28858.0,28933.0,2,2,0-0-1
1482,0006_029_00_09_1,https://www.youtube.com/watch?v=7A4-Xu9YkY0&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=29,29137.0,29212.0,2,2,1-0-0
1483,0006_030_00_01_1,https://www.youtube.com/watch?v=BsXbinHRZzM&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=30,4962.0,5037.0,2,1,1-0-0
1484,0006_030_00_02_1,https://www.youtube.com/watch?v=BsXbinHRZzM&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=30,9992.0,10067.0,2,2,0-0-1
1485,0006_030_00_03_1,https://www.youtube.com/watch?v=BsXbinHRZzM&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=30,25004.0,25079.0,2,2,1-0-0
1486,0006_030_00_04_1,https://www.youtube.com/watch?v=BsXbinHRZzM&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=30,28588.0,28663.0,2,2,1-0-0
1487,0006_030_00_05_1,https://www.youtube.com/watch?v=BsXbinHRZzM&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=30,31432.0,31507.0,2,2,1-0-0
1488,0006_031_00_01_1,https://www.youtube.com/watch?v=KcY1ec-5h2Q&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=31,420.0,495.0,2,2,0-0-1
1489,0006_031_00_02_1,https://www.youtube.com/watch?v=KcY1ec-5h2Q&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=31,2254.0,2329.0,2,2,0-0-1
1490,0006_031_00_03_1,https://www.youtube.com/watch?v=KcY1ec-5h2Q&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=31,2913.0,2988.0,2,2,0-0-1
1491,0006_031_00_05_1,https://www.youtube.com/watch?v=KcY1ec-5h2Q&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=31,5968.0,6043.0,2,2,0-1-0
1492,0006_031_00_06_1,https://www.youtube.com/watch?v=KcY1ec-5h2Q&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=31,13654.0,13729.0,1,2,0-0-1
1493,0006_031_00_07_1,https://www.youtube.com/watch?v=KcY1ec-5h2Q&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=31,15825.0,15900.0,2,2,0-0-1
1494,0006_031_00_08_1,https://www.youtube.com/watch?v=KcY1ec-5h2Q&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=31,16350.0,16425.0,2,2,1-0-0
1495,0006_031_00_09_1,https://www.youtube.com/watch?v=KcY1ec-5h2Q&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=31,17052.0,17127.0,2,2,0-0-1
1496,0006_031_00_10_1,https://www.youtube.com/watch?v=KcY1ec-5h2Q&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=31,17945.0,18020.0,2,2,1-0-0
1497,0006_031_00_13_1,https://www.youtube.com/watch?v=KcY1ec-5h2Q&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=31,25039.0,25114.0,2,2,0-0-1
1498,0006_031_00_14_1,https://www.youtube.com/watch?v=KcY1ec-5h2Q&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=31,26830.0,26905.0,2,2,1-0-0
1499,0006_032_00_01_1,https://www.youtube.com/watch?v=nkBmtCWfZJ4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=32,491.0,566.0,2,2,0-0-1
1500,0006_032_00_02_1,https://www.youtube.com/watch?v=nkBmtCWfZJ4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=32,8402.0,8477.0,1,2,0-0-1
1501,0006_032_00_03_1,https://www.youtube.com/watch?v=nkBmtCWfZJ4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=32,20654.0,20729.0,2,2,1-0-0
1502,0006_032_00_04_1,https://www.youtube.com/watch?v=nkBmtCWfZJ4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=32,35292.0,35367.0,2,2,1-0-0
1503,0006_032_00_05_1,https://www.youtube.com/watch?v=nkBmtCWfZJ4&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=32,45598.0,45673.0,2,2,0-0-1
1504,0006_033_00_01_1,https://www.youtube.com/watch?v=U9RsgVbmdNM&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=33,4066.0,4141.0,2,2,1-0-0
1505,0006_033_00_02_1,https://www.youtube.com/watch?v=U9RsgVbmdNM&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=33,5638.0,5713.0,2,2,1-0-0
1506,0006_033_00_04_1,https://www.youtube.com/watch?v=U9RsgVbmdNM&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=33,16752.0,16827.0,1,2,0-0-1
1507,0006_033_00_05_1,https://www.youtube.com/watch?v=U9RsgVbmdNM&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=33,19537.0,19612.0,2,2,1-0-0
1508,0006_034_00_01_1,https://www.youtube.com/watch?v=cuZu3hJWqwY&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=34,794.0,869.0,2,2,0-0-1
1509,0006_034_00_02_1,https://www.youtube.com/watch?v=cuZu3hJWqwY&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=34,2290.0,2365.0,1,2,0-0-1
1510,0006_034_00_03_1,https://www.youtube.com/watch?v=cuZu3hJWqwY&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=34,3468.0,3543.0,2,2,1-0-0
1511,0006_034_00_04_1,https://www.youtube.com/watch?v=cuZu3hJWqwY&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=34,3888.0,3963.0,2,2,1-0-0
1512,0006_034_00_05_1,https://www.youtube.com/watch?v=cuZu3hJWqwY&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=34,12869.0,12944.0,2,2,0-0-1
1513,0006_034_00_06_1,https://www.youtube.com/watch?v=cuZu3hJWqwY&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=34,16888.0,16963.0,2,2,1-0-0
1514,0006_034_00_07_1,https://www.youtube.com/watch?v=cuZu3hJWqwY&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=34,18506.0,18581.0,2,2,1-0-0
1515,0006_034_00_08_1,https://www.youtube.com/watch?v=cuZu3hJWqwY&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=34,19143.0,19218.0,2,2,1-0-0
1516,0006_035_00_01_1,https://www.youtube.com/watch?v=3GZMZhhmLmw&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=35,958.0,1033.0,2,2,0-0-1
1517,0006_035_00_03_1,https://www.youtube.com/watch?v=3GZMZhhmLmw&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=35,5864.0,5939.0,2,2,1-0-0
1518,0006_035_00_04_1,https://www.youtube.com/watch?v=3GZMZhhmLmw&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=35,6254.0,6329.0,2,2,1-0-0
1519,0006_035_00_05_1,https://www.youtube.com/watch?v=3GZMZhhmLmw&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=35,12735.0,12810.0,2,2,0-0-1
1520,0006_035_00_06_1,https://www.youtube.com/watch?v=3GZMZhhmLmw&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=35,13870.0,13945.0,2,2,1-0-0
1521,0006_035_00_07_1,https://www.youtube.com/watch?v=3GZMZhhmLmw&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=35,14775.0,14850.0,2,1,1-0-0
1522,0006_035_00_08_1,https://www.youtube.com/watch?v=3GZMZhhmLmw&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=35,15363.0,15438.0,2,2,0-0-1
1523,0006_035_00_09_1,https://www.youtube.com/watch?v=3GZMZhhmLmw&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=35,18359.0,18434.0,2,2,1-0-0
1524,0006_035_00_10_1,https://www.youtube.com/watch?v=3GZMZhhmLmw&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=35,18690.0,18765.0,2,1,1-0-0
1525,0006_035_00_11_1,https://www.youtube.com/watch?v=3GZMZhhmLmw&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=35,21961.0,22036.0,1,2,0-0-1
1526,0006_035_00_12_1,https://www.youtube.com/watch?v=3GZMZhhmLmw&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=35,24796.0,24871.0,2,2,0-0-1
1527,0006_035_00_13_1,https://www.youtube.com/watch?v=3GZMZhhmLmw&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=35,27090.0,27165.0,2,2,0-0-1
1528,0006_036_00_01_1,https://www.youtube.com/watch?v=g2WsIxjuULE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=36,1409.0,1484.0,2,2,0-0-1
1529,0006_036_00_04_1,https://www.youtube.com/watch?v=g2WsIxjuULE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=36,10193.0,10268.0,2,2,0-0-1
1530,0006_036_00_05_1,https://www.youtube.com/watch?v=g2WsIxjuULE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=36,12578.0,12653.0,2,2,0-0-1
1531,0006_036_00_06_1,https://www.youtube.com/watch?v=g2WsIxjuULE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=36,17198.0,17273.0,2,2,0-0-1
1532,0006_036_00_07_1,https://www.youtube.com/watch?v=g2WsIxjuULE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=36,21952.0,22027.0,2,2,1-0-0
1533,0006_036_00_08_1,https://www.youtube.com/watch?v=g2WsIxjuULE&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=36,38785.0,38860.0,2,2,1-0-0
1534,0006_037_00_01_1,https://www.youtube.com/watch?v=lLkAoR1y7ak&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=37,859.0,934.0,1,2,0-0-1
1535,0006_037_00_02_1,https://www.youtube.com/watch?v=lLkAoR1y7ak&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=37,2849.0,2924.0,2,1,1-0-0
1536,0006_037_00_03_1,https://www.youtube.com/watch?v=lLkAoR1y7ak&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=37,3666.0,3741.0,2,2,0-0-1
1537,0006_037_00_04_1,https://www.youtube.com/watch?v=lLkAoR1y7ak&list=PLaARTja0cQ8SAm9MAkNgI9xY6evmg8zPn&index=37,4404.0,4479.0,2,2,1-0-0
